"filename", "language", "HTML", "TypeScript", "SCSS", "JSON", "comment", "blank", "total"
"/home/peri/Workspaces/frontend8/src/app/core/services/demand.service.spec.ts", "TypeScript", 0, 9, 0, 0, 0, 4, 13
"/home/peri/Workspaces/frontend8/src/app/core/services/demand.service.ts", "TypeScript", 0, 121, 0, 0, 7, 17, 145
"/home/peri/Workspaces/frontend8/src/app/core/services/demandgw.service.spec.ts", "TypeScript", 0, 9, 0, 0, 0, 4, 13
"/home/peri/Workspaces/frontend8/src/app/core/services/demandgw.service.ts", "TypeScript", 0, 38, 0, 0, 3, 8, 49
"/home/peri/Workspaces/frontend8/src/app/core/services/estate/estate.service.ts", "TypeScript", 0, 231, 0, 0, 13, 34, 278
"/home/peri/Workspaces/frontend8/src/app/core/services/token.interceptor.ts", "TypeScript", 0, 63, 0, 0, 8, 11, 82
"/home/peri/Workspaces/frontend8/src/app/core/services/transportation.service.spec.ts", "TypeScript", 0, 9, 0, 0, 0, 4, 13
"/home/peri/Workspaces/frontend8/src/app/core/services/transportation.service.ts", "TypeScript", 0, 113, 0, 0, 5, 31, 149
"/home/peri/Workspaces/frontend8/src/app/core/services/user.service.spec.ts", "TypeScript", 0, 9, 0, 0, 0, 4, 13
"/home/peri/Workspaces/frontend8/src/app/core/services/user.service.ts", "TypeScript", 0, 90, 0, 0, 0, 8, 98
"/home/peri/Workspaces/frontend8/src/app/core/until-destroyed.spec.ts", "TypeScript", 0, 111, 0, 0, 18, 37, 166
"/home/peri/Workspaces/frontend8/src/app/core/until-destroyed.ts", "TypeScript", 0, 25, 0, 0, 31, 7, 63
"/home/peri/Workspaces/frontend8/src/app/core/utils/PasswordValidator.ts", "TypeScript", 0, 37, 0, 0, 0, 5, 42
"/home/peri/Workspaces/frontend8/src/app/home/home-routing.module.ts", "TypeScript", 0, 17, 0, 0, 4, 4, 25
"/home/peri/Workspaces/frontend8/src/app/home/home.component.html", "HTML", 1, 0, 0, 0, 0, 1, 2
"/home/peri/Workspaces/frontend8/src/app/home/home.component.scss", "SCSS", 0, 0, 4, 0, 0, 1, 5
"/home/peri/Workspaces/frontend8/src/app/home/home.component.spec.ts", "TypeScript", 0, 39, 0, 0, 0, 6, 45
"/home/peri/Workspaces/frontend8/src/app/home/home.component.ts", "TypeScript", 0, 11, 0, 0, 0, 3, 14
"/home/peri/Workspaces/frontend8/src/app/home/home.module.ts", "TypeScript", 0, 29, 0, 0, 2, 4, 35
"/home/peri/Workspaces/frontend8/src/app/home/quote.service.spec.ts", "TypeScript", 0, 43, 0, 0, 5, 12, 60
"/home/peri/Workspaces/frontend8/src/app/home/quote.service.ts", "TypeScript", 0, 25, 0, 0, 1, 5, 31
"/home/peri/Workspaces/frontend8/src/app/login/login-routing.module.ts", "TypeScript", 0, 23, 0, 0, 0, 4, 27
"/home/peri/Workspaces/frontend8/src/app/login/login.component.html", "HTML", 52, 0, 0, 0, 14, 2, 68
"/home/peri/Workspaces/frontend8/src/app/login/login.component.scss", "SCSS", 0, 0, 22, 0, 0, 6, 28
"/home/peri/Workspaces/frontend8/src/app/login/login.component.spec.ts", "TypeScript", 0, 37, 0, 0, 0, 6, 43
"/home/peri/Workspaces/frontend8/src/app/login/login.component.ts", "TypeScript", 0, 89, 0, 0, 3, 14, 106
"/home/peri/Workspaces/frontend8/src/app/login/login.module.ts", "TypeScript", 0, 25, 0, 0, 0, 3, 28
"/home/peri/Workspaces/frontend8/src/app/login/register/register.component.html", "HTML", 111, 0, 0, 0, 0, 2, 113
"/home/peri/Workspaces/frontend8/src/app/login/register/register.component.scss", "SCSS", 0, 0, 22, 0, 0, 6, 28
"/home/peri/Workspaces/frontend8/src/app/login/register/register.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/login/register/register.component.ts", "TypeScript", 0, 119, 0, 0, 2, 13, 134
"/home/peri/Workspaces/frontend8/src/app/material.module.ts", "TypeScript", 0, 86, 0, 0, 7, 3, 96
"/home/peri/Workspaces/frontend8/src/app/profile/demands/demands.component.html", "HTML", 709, 0, 0, 0, 0, 72, 781
"/home/peri/Workspaces/frontend8/src/app/profile/demands/demands.component.scss", "SCSS", 0, 0, 33, 0, 0, 5, 38
"/home/peri/Workspaces/frontend8/src/app/profile/demands/demands.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/profile/demands/demands.component.ts", "TypeScript", 0, 122, 0, 0, 8, 9, 139
"/home/peri/Workspaces/frontend8/src/app/profile/profile-routing.module.ts", "TypeScript", 0, 30, 0, 0, 1, 4, 35
"/home/peri/Workspaces/frontend8/src/app/profile/profile.module.ts", "TypeScript", 0, 36, 0, 0, 0, 4, 40
"/home/peri/Workspaces/frontend8/src/app/profile/profile/profile.component.html", "HTML", 299, 0, 0, 0, 0, 16, 315
"/home/peri/Workspaces/frontend8/src/app/profile/profile/profile.component.scss", "SCSS", 0, 0, 32, 0, 0, 4, 36
"/home/peri/Workspaces/frontend8/src/app/profile/profile/profile.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/profile/profile/profile.component.ts", "TypeScript", 0, 161, 0, 0, 5, 18, 184
"/home/peri/Workspaces/frontend8/src/app/profile/profile/resend-email-dialog.html", "HTML", 14, 0, 0, 0, 0, 1, 15
"/home/peri/Workspaces/frontend8/src/app/profile/settings/settings.component.html", "HTML", 1, 0, 0, 0, 0, 1, 2
"/home/peri/Workspaces/frontend8/src/app/profile/settings/settings.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"/home/peri/Workspaces/frontend8/src/app/profile/settings/settings.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/profile/settings/settings.component.ts", "TypeScript", 0, 10, 0, 0, 0, 3, 13
"/home/peri/Workspaces/frontend8/src/app/shared/incremental-field/incremental-field.component.html", "HTML", 34, 0, 0, 0, 0, 5, 39
"/home/peri/Workspaces/frontend8/src/app/shared/incremental-field/incremental-field.component.scss", "SCSS", 0, 0, 3, 0, 0, 1, 4
"/home/peri/Workspaces/frontend8/src/app/shared/incremental-field/incremental-field.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/shared/incremental-field/incremental-field.component.ts", "TypeScript", 0, 35, 0, 0, 0, 8, 43
"/home/peri/Workspaces/frontend8/src/app/shared/index.ts", "TypeScript", 0, 3, 0, 0, 0, 1, 4
"/home/peri/Workspaces/frontend8/src/app/shared/loader/loader.component.html", "HTML", 5, 0, 0, 0, 0, 1, 6
"/home/peri/Workspaces/frontend8/src/app/shared/loader/loader.component.scss", "SCSS", 0, 0, 7, 0, 0, 2, 9
"/home/peri/Workspaces/frontend8/src/app/shared/loader/loader.component.spec.ts", "TypeScript", 0, 44, 0, 0, 10, 15, 69
"/home/peri/Workspaces/frontend8/src/app/shared/loader/loader.component.ts", "TypeScript", 0, 14, 0, 0, 0, 4, 18
"/home/peri/Workspaces/frontend8/src/app/shared/notfound/notfound.component.html", "HTML", 41, 0, 0, 0, 0, 3, 44
"/home/peri/Workspaces/frontend8/src/app/shared/notfound/notfound.component.scss", "SCSS", 0, 0, 52, 0, 0, 8, 60
"/home/peri/Workspaces/frontend8/src/app/shared/notfound/notfound.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/shared/notfound/notfound.component.ts", "TypeScript", 0, 10, 0, 0, 0, 3, 13
"/home/peri/Workspaces/frontend8/src/app/shared/phone-field/phone-field.component.html", "HTML", 34, 0, 0, 0, 0, 3, 37
"/home/peri/Workspaces/frontend8/src/app/shared/phone-field/phone-field.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"/home/peri/Workspaces/frontend8/src/app/shared/phone-field/phone-field.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/shared/phone-field/phone-field.component.ts", "TypeScript", 0, 42, 0, 0, 4, 12, 58
"/home/peri/Workspaces/frontend8/src/app/shared/shared.module.ts", "TypeScript", 0, 14, 0, 0, 0, 3, 17
"/home/peri/Workspaces/frontend8/src/app/shell/footer/footer.component.html", "HTML", 7, 0, 0, 0, 0, 1, 8
"/home/peri/Workspaces/frontend8/src/app/shell/footer/footer.component.scss", "SCSS", 0, 0, 11, 0, 0, 3, 14
"/home/peri/Workspaces/frontend8/src/app/shell/footer/footer.component.ts", "TypeScript", 0, 17, 0, 0, 0, 5, 22
"/home/peri/Workspaces/frontend8/src/app/shell/header/header.component.html", "HTML", 67, 0, 0, 0, 3, 2, 72
"/home/peri/Workspaces/frontend8/src/app/shell/header/header.component.scss", "SCSS", 0, 0, 29, 0, 0, 6, 35
"/home/peri/Workspaces/frontend8/src/app/shell/header/header.component.spec.ts", "TypeScript", 0, 31, 0, 0, 0, 6, 37
"/home/peri/Workspaces/frontend8/src/app/shell/header/header.component.ts", "TypeScript", 0, 64, 0, 0, 1, 12, 77
"/home/peri/Workspaces/frontend8/src/app/shell/shell.component.html", "HTML", 43, 0, 0, 0, 0, 5, 48
"/home/peri/Workspaces/frontend8/src/app/shell/shell.component.scss", "SCSS", 0, 0, 44, 0, 2, 15, 61
"/home/peri/Workspaces/frontend8/src/app/shell/shell.component.spec.ts", "TypeScript", 0, 40, 0, 0, 0, 7, 47
"/home/peri/Workspaces/frontend8/src/app/shell/shell.component.ts", "TypeScript", 0, 28, 0, 0, 2, 5, 35
"/home/peri/Workspaces/frontend8/src/app/shell/shell.module.ts", "TypeScript", 0, 15, 0, 0, 0, 3, 18
"/home/peri/Workspaces/frontend8/src/app/shell/shell.service.spec.ts", "TypeScript", 0, 22, 0, 0, 3, 6, 31
"/home/peri/Workspaces/frontend8/src/app/shell/shell.service.ts", "TypeScript", 0, 14, 0, 0, 9, 3, 26
"/home/peri/Workspaces/frontend8/src/app/transportation/address-form/address-form.component.html", "HTML", 86, 0, 0, 0, 0, 6, 92
"/home/peri/Workspaces/frontend8/src/app/transportation/address-form/address-form.component.scss", "SCSS", 0, 0, 8, 0, 0, 2, 10
"/home/peri/Workspaces/frontend8/src/app/transportation/address-form/address-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/address-form/address-form.component.ts", "TypeScript", 0, 110, 0, 0, 7, 16, 133
"/home/peri/Workspaces/frontend8/src/app/transportation/date-form/date-form.component.html", "HTML", 150, 0, 0, 0, 5, 6, 161
"/home/peri/Workspaces/frontend8/src/app/transportation/date-form/date-form.component.scss", "SCSS", 0, 0, 14, 0, 8, 4, 26
"/home/peri/Workspaces/frontend8/src/app/transportation/date-form/date-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/date-form/date-form.component.ts", "TypeScript", 0, 129, 0, 0, 8, 19, 156
"/home/peri/Workspaces/frontend8/src/app/transportation/detail-form/detail-form.component.html", "HTML", 137, 0, 0, 0, 34, 6, 177
"/home/peri/Workspaces/frontend8/src/app/transportation/detail-form/detail-form.component.scss", "SCSS", 0, 0, 156, 0, 0, 41, 197
"/home/peri/Workspaces/frontend8/src/app/transportation/detail-form/detail-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
